Mês,Estação,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horário da Coleta,Faixa de Quilometragem,É réptil mais atropelado?
5,Outono,6,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
5,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
5,Outono,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
5,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
5,Outono,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
5,Outono,3,JF,Serra,Sem divisão,2,Pavimento flexível (asfalto),3,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
5,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
5,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
5,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
5,Outono,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
5,Outono,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
6,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
6,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
6,Outono,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
6,Outono,11,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,Chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Outono,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
6,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
6,Outono,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
6,Outono,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 0 e 25,0
6,Outono,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
6,Outono,16,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
6,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
6,Outono,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
6,Outono,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Outono,16,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Outono,16,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
6,Outono,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
6,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,60,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
6,Inverno,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 50 e 75,0
6,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 825 e 850,0
7,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
7,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
7,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 825 e 850,0
7,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
7,Inverno,16,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
7,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
7,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
7,Inverno,17,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 00 e 06,Entre 775 e 800,0
7,Inverno,15,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
7,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
7,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
7,Inverno,17,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
7,Inverno,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
7,Inverno,4,JF,Serra,Sem divisão,1,Pavimento rígido,2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
7,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
7,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
7,Inverno,14,RJ,Planalto,Defensa Metálica,1,Pavimento flexível (asfalto),2,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
7,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
7,Inverno,3,RJ,Serra,Barreira rígida (New Jersey),2,Pavimento semi-flexível,4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 100 e 125,0
7,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 0 e 25,0
8,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 800 e 825,0
8,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
8,Inverno,1,JF,Baixada,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 100 e 125,0
8,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 75 e 100,0
8,Inverno,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
8,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
8,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
8,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
8,Inverno,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,13,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 825 e 850,0
8,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 825 e 850,0
8,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 50 e 75,0
8,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
8,Inverno,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,80,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,12,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
8,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,3,60,chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
8,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 25 e 50,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,5,JF,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 800 e 825,0
9,Inverno,13,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,2,Pavimento semi-flexível,4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acesso/ Retorno,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,4,RJ,Serra,Sem divisão,2,Pavimento rígido,2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento rígido,2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,50,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
9,Primavera,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),3,60,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,3,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 100 e 125,0
9,Primavera,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
9,Primavera,1,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),8,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 100 e 125,0
9,Primavera,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 25 e 50,0
9,Primavera,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 775 e 800,0
9,Primavera,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
10,Primavera,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
10,Primavera,5,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 75 e 100,0
